Datum;Zeitzone;von;bis;Einheit;AEP-Schätzer;Status
23.09.2024;CEST;02:00;02:15;EUR/MWh;50,39;0,00
23.09.2024;CEST;02:15;02:30;EUR/MWh;48,24;0,00
23.09.2024;CEST;02:30;02:45;EUR/MWh;48,67;0,00
23.09.2024;CEST;02:45;03:00;EUR/MWh;47,35;0,00
23.09.2024;CEST;03:00;03:15;EUR/MWh;59,21;0,00
23.09.2024;CEST;03:15;03:30;EUR/MWh;46,01;0,00
23.09.2024;CEST;03:30;03:45;EUR/MWh;54,46;0,00
23.09.2024;CEST;03:45;04:00;EUR/MWh;129,43;0,00
23.09.2024;CEST;04:00;04:15;EUR/MWh;78,65;0,00
23.09.2024;CEST;04:15;04:30;EUR/MWh;54,92;0,00
23.09.2024;CEST;04:30;04:45;EUR/MWh;51,18;0,00
23.09.2024;CEST;04:45;05:00;EUR/MWh;51,53;0,00
23.09.2024;CEST;05:00;05:15;EUR/MWh;145,09;0,00
23.09.2024;CEST;05:15;05:30;EUR/MWh;53,16;0,00
23.09.2024;CEST;05:30;05:45;EUR/MWh;40,60;0,00
23.09.2024;CEST;05:45;06:00;EUR/MWh;161,28;0,00
23.09.2024;CEST;06:00;06:15;EUR/MWh;214,76;0,00
23.09.2024;CEST;06:15;06:30;EUR/MWh;175,03;0,00
23.09.2024;CEST;06:30;06:45;EUR/MWh;128,25;0,00
23.09.2024;CEST;06:45;07:00;EUR/MWh;117,00;0,00
23.09.2024;CEST;07:00;07:15;EUR/MWh;211,88;0,00
23.09.2024;CEST;07:15;07:30;EUR/MWh;36,35;0,00
23.09.2024;CEST;07:30;07:45;EUR/MWh;25,80;0,00
23.09.2024;CEST;07:45;08:00;EUR/MWh;0,75;0,00
23.09.2024;CEST;08:00;08:15;EUR/MWh;41,94;0,00
23.09.2024;CEST;08:15;08:30;EUR/MWh;192,20;0,00
23.09.2024;CEST;08:30;08:45;EUR/MWh;9,67;0,00
23.09.2024;CEST;08:45;09:00;EUR/MWh;37,11;0,00
23.09.2024;CEST;09:00;09:15;EUR/MWh;27,68;0,00
23.09.2024;CEST;09:15;09:30;EUR/MWh;35,81;0,00
23.09.2024;CEST;09:30;09:45;EUR/MWh;16,56;0,00
23.09.2024;CEST;09:45;10:00;EUR/MWh;146,98;0,00
23.09.2024;CEST;10:00;10:15;EUR/MWh;197,86;0,00
23.09.2024;CEST;10:15;10:30;EUR/MWh;189,43;0,00
23.09.2024;CEST;10:30;10:45;EUR/MWh;36,53;0,00
23.09.2024;CEST;10:45;11:00;EUR/MWh;180,76;0,00
23.09.2024;CEST;11:00;11:15;EUR/MWh;186,04;0,00
23.09.2024;CEST;11:15;11:30;EUR/MWh;192,54;0,00
23.09.2024;CEST;11:30;11:45;EUR/MWh;171,35;0,00
23.09.2024;CEST;11:45;12:00;EUR/MWh;191,33;0,00
23.09.2024;CEST;12:00;12:15;EUR/MWh;188,64;0,00
23.09.2024;CEST;12:15;12:30;EUR/MWh;176,86;0,00
23.09.2024;CEST;12:30;12:45;EUR/MWh;24,70;0,00
23.09.2024;CEST;12:45;13:00;EUR/MWh;9,76;0,00
23.09.2024;CEST;13:00;13:15;EUR/MWh;28,77;0,00
23.09.2024;CEST;13:15;13:30;EUR/MWh;46,95;0,00
23.09.2024;CEST;13:30;13:45;EUR/MWh;179,16;0,00
23.09.2024;CEST;13:45;14:00;EUR/MWh;127,15;0,00
23.09.2024;CEST;14:00;14:15;EUR/MWh;8,25;0,00
23.09.2024;CEST;14:15;14:30;EUR/MWh;19,94;0,00
23.09.2024;CEST;14:30;14:45;EUR/MWh;15,89;0,00
23.09.2024;CEST;14:45;15:00;EUR/MWh;2,95;0,00
23.09.2024;CEST;15:00;15:15;EUR/MWh;16,33;0,00
23.09.2024;CEST;15:15;15:30;EUR/MWh;3,60;0,00
23.09.2024;CEST;15:30;15:45;EUR/MWh;137,37;0,00
23.09.2024;CEST;15:45;16:00;EUR/MWh;27,49;0,00
23.09.2024;CEST;16:00;16:15;EUR/MWh;155,61;0,00
23.09.2024;CEST;16:15;16:30;EUR/MWh;157,10;0,00
23.09.2024;CEST;16:30;16:45;EUR/MWh;168,57;0,00
23.09.2024;CEST;16:45;17:00;EUR/MWh;205,44;0,00
23.09.2024;CEST;17:00;17:15;EUR/MWh;21,98;0,00
23.09.2024;CEST;17:15;17:30;EUR/MWh;38,91;0,00
23.09.2024;CEST;17:30;17:45;EUR/MWh;24,56;0,00
23.09.2024;CEST;17:45;18:00;EUR/MWh;63,02;0,00
23.09.2024;CEST;18:00;18:15;EUR/MWh;52,69;0,00
23.09.2024;CEST;18:15;18:30;EUR/MWh;36,81;0,00
23.09.2024;CEST;18:30;18:45;EUR/MWh;32,60;0,00
23.09.2024;CEST;18:45;19:00;EUR/MWh;96,96;0,00
23.09.2024;CEST;19:00;19:15;EUR/MWh;328,22;0,00
23.09.2024;CEST;19:15;19:30;EUR/MWh;340,64;0,00
23.09.2024;CEST;19:30;19:45;EUR/MWh;342,58;0,00
23.09.2024;CEST;19:45;20:00;EUR/MWh;247,58;0,00
23.09.2024;CEST;20:00;20:15;EUR/MWh;206,08;0,00
23.09.2024;CEST;20:15;20:30;EUR/MWh;28,42;0,00
23.09.2024;CEST;20:30;20:45;EUR/MWh;28,67;0,00
23.09.2024;CEST;20:45;21:00;EUR/MWh;204,99;0,00
23.09.2024;CEST;21:00;21:15;EUR/MWh;22,16;0,00
23.09.2024;CEST;21:15;21:30;EUR/MWh;26,29;0,00
23.09.2024;CEST;21:30;21:45;EUR/MWh;22,83;0,00
23.09.2024;CEST;21:45;22:00;EUR/MWh;25,77;0,00
23.09.2024;CEST;22:00;22:15;EUR/MWh;0,35;0,00
23.09.2024;CEST;22:15;22:30;EUR/MWh;17,15;0,00
23.09.2024;CEST;22:30;22:45;EUR/MWh;220,50;0,00
23.09.2024;CEST;22:45;23:00;EUR/MWh;227,08;0,00
23.09.2024;CEST;23:00;23:15;EUR/MWh;51,66;0,00
23.09.2024;CEST;23:15;23:30;EUR/MWh;24,97;0,00
23.09.2024;CEST;23:30;23:45;EUR/MWh;27,40;0,00
23.09.2024;CEST;23:45;00:00;EUR/MWh;24,78;0,00
24.09.2024;CEST;00:00;00:15;EUR/MWh;216,57;0,00
24.09.2024;CEST;00:15;00:30;EUR/MWh;69,55;0,00
24.09.2024;CEST;00:30;00:45;EUR/MWh;218,89;0,00
24.09.2024;CEST;00:45;01:00;EUR/MWh;202,02;0,00
24.09.2024;CEST;01:00;01:15;EUR/MWh;194,54;0,00
24.09.2024;CEST;01:15;01:30;EUR/MWh;147,36;0,00
24.09.2024;CEST;01:30;01:45;EUR/MWh;209,32;0,00
24.09.2024;CEST;01:45;02:00;EUR/MWh;42,31;0,00
24.09.2024;CEST;02:00;02:15;EUR/MWh;39,08;0,00
24.09.2024;CEST;02:15;02:30;EUR/MWh;61,26;0,00
24.09.2024;CEST;02:30;02:45;EUR/MWh;123,39;0,00
24.09.2024;CEST;02:45;03:00;EUR/MWh;121,23;0,00
24.09.2024;CEST;03:00;03:15;EUR/MWh;145,30;0,00
24.09.2024;CEST;03:15;03:30;EUR/MWh;57,98;0,00
24.09.2024;CEST;03:30;03:45;EUR/MWh;51,25;0,00
24.09.2024;CEST;03:45;04:00;EUR/MWh;60,96;0,00
24.09.2024;CEST;04:00;04:15;EUR/MWh;196,04;0,00
24.09.2024;CEST;04:15;04:30;EUR/MWh;61,96;0,00
24.09.2024;CEST;04:30;04:45;EUR/MWh;124,33;0,00
24.09.2024;CEST;04:45;05:00;EUR/MWh;51,87;0,00
24.09.2024;CEST;05:00;05:15;EUR/MWh;197,07;0,00
24.09.2024;CEST;05:15;05:30;EUR/MWh;71,53;0,00
24.09.2024;CEST;05:30;05:45;EUR/MWh;57,13;0,00
24.09.2024;CEST;05:45;06:00;EUR/MWh;50,75;0,00
24.09.2024;CEST;06:00;06:15;EUR/MWh;217,66;0,00
24.09.2024;CEST;06:15;06:30;EUR/MWh;215,69;0,00
24.09.2024;CEST;06:30;06:45;EUR/MWh;219,25;0,00
24.09.2024;CEST;06:45;07:00;EUR/MWh;210,53;0,00
24.09.2024;CEST;07:00;07:15;EUR/MWh;199,22;0,00
24.09.2024;CEST;07:15;07:30;EUR/MWh;177,84;0,00
24.09.2024;CEST;07:30;07:45;EUR/MWh;47,91;0,00
24.09.2024;CEST;07:45;08:00;EUR/MWh;50,11;0,00
24.09.2024;CEST;08:00;08:15;EUR/MWh;57,67;0,00
24.09.2024;CEST;08:15;08:30;EUR/MWh;59,95;0,00
24.09.2024;CEST;08:30;08:45;EUR/MWh;49,04;0,00
24.09.2024;CEST;08:45;09:00;EUR/MWh;77,26;0,00
24.09.2024;CEST;09:00;09:15;EUR/MWh;57,14;0,00
24.09.2024;CEST;09:15;09:30;EUR/MWh;67,36;0,00
24.09.2024;CEST;09:30;09:45;EUR/MWh;207,63;0,00
24.09.2024;CEST;09:45;10:00;EUR/MWh;197,83;0,00
24.09.2024;CEST;10:00;10:15;EUR/MWh;49,11;0,00
24.09.2024;CEST;10:15;10:30;EUR/MWh;50,80;0,00
24.09.2024;CEST;10:30;10:45;EUR/MWh;206,40;0,00
24.09.2024;CEST;10:45;11:00;EUR/MWh;211,94;0,00
24.09.2024;CEST;11:00;11:15;EUR/MWh;215,16;0,00
24.09.2024;CEST;11:15;11:30;EUR/MWh;215,37;0,00
24.09.2024;CEST;11:30;11:45;EUR/MWh;218,80;0,00
24.09.2024;CEST;11:45;12:00;EUR/MWh;214,96;0,00
24.09.2024;CEST;12:00;12:15;EUR/MWh;211,60;0,00
24.09.2024;CEST;12:15;12:30;EUR/MWh;199,50;0,00
24.09.2024;CEST;12:30;12:45;EUR/MWh;192,72;0,00
24.09.2024;CEST;12:45;13:00;EUR/MWh;10,27;0,00
24.09.2024;CEST;13:00;13:15;EUR/MWh;116,40;0,00
24.09.2024;CEST;13:15;13:30;EUR/MWh;34,36;0,00
24.09.2024;CEST;13:30;13:45;EUR/MWh;76,42;0,00
24.09.2024;CEST;13:45;14:00;EUR/MWh;84,75;0,00
24.09.2024;CEST;14:00;14:15;EUR/MWh;108,33;0,00
24.09.2024;CEST;14:15;14:30;EUR/MWh;111,89;0,00
24.09.2024;CEST;14:30;14:45;EUR/MWh;12,34;0,00
24.09.2024;CEST;14:45;15:00;EUR/MWh;5,88;0,00
24.09.2024;CEST;15:00;15:15;EUR/MWh;-43,74;0,00
24.09.2024;CEST;15:15;15:30;EUR/MWh;9,40;0,00
24.09.2024;CEST;15:30;15:45;EUR/MWh;-4,33;0,00
24.09.2024;CEST;15:45;16:00;EUR/MWh;-6,06;0,00
24.09.2024;CEST;16:00;16:15;EUR/MWh;117,61;0,00
24.09.2024;CEST;16:15;16:30;EUR/MWh;151,83;0,00
24.09.2024;CEST;16:30;16:45;EUR/MWh;125,68;0,00
24.09.2024;CEST;16:45;17:00;EUR/MWh;3,85;0,00
24.09.2024;CEST;17:00;17:15;EUR/MWh;-10,04;0,00
24.09.2024;CEST;17:15;17:30;EUR/MWh;118,62;0,00
24.09.2024;CEST;17:30;17:45;EUR/MWh;139,56;0,00
24.09.2024;CEST;17:45;18:00;EUR/MWh;120,51;0,00
24.09.2024;CEST;18:00;18:15;EUR/MWh;41,72;0,00
24.09.2024;CEST;18:15;18:30;EUR/MWh;46,51;0,00
24.09.2024;CEST;18:30;18:45;EUR/MWh;45,03;0,00
24.09.2024;CEST;18:45;19:00;EUR/MWh;57,76;0,00
24.09.2024;CEST;19:00;19:15;EUR/MWh;71,21;0,00
24.09.2024;CEST;19:15;19:30;EUR/MWh;153,72;0,00
24.09.2024;CEST;19:30;19:45;EUR/MWh;151,13;0,00
24.09.2024;CEST;19:45;20:00;EUR/MWh;151,67;0,00
24.09.2024;CEST;20:00;20:15;EUR/MWh;152,46;0,00
24.09.2024;CEST;20:15;20:30;EUR/MWh;150,85;0,00
24.09.2024;CEST;20:30;20:45;EUR/MWh;148,08;0,00
24.09.2024;CEST;20:45;21:00;EUR/MWh;95,89;0,00
24.09.2024;CEST;21:00;21:15;EUR/MWh;151,72;0,00
24.09.2024;CEST;21:15;21:30;EUR/MWh;39,66;0,00
24.09.2024;CEST;21:30;21:45;EUR/MWh;39,48;0,00
24.09.2024;CEST;21:45;22:00;EUR/MWh;37,09;0,00
24.09.2024;CEST;22:00;22:15;EUR/MWh;-26,36;0,00
24.09.2024;CEST;22:15;22:30;EUR/MWh;23,43;0,00
24.09.2024;CEST;22:30;22:45;EUR/MWh;30,35;0,00
24.09.2024;CEST;22:45;23:00;EUR/MWh;126,33;0,00
24.09.2024;CEST;23:00;23:15;EUR/MWh;154,80;0,00
24.09.2024;CEST;23:15;23:30;EUR/MWh;96,32;0,00
24.09.2024;CEST;23:30;23:45;EUR/MWh;138,28;0,00
24.09.2024;CEST;23:45;00:00;EUR/MWh;9,54;0,00
25.09.2024;CEST;00:00;00:15;EUR/MWh;23,20;0,00
25.09.2024;CEST;00:15;00:30;EUR/MWh;22,13;0,00
25.09.2024;CEST;00:30;00:45;EUR/MWh;21,37;0,00
25.09.2024;CEST;00:45;01:00;EUR/MWh;4,56;0,00
25.09.2024;CEST;01:00;01:15;EUR/MWh;128,86;0,00
25.09.2024;CEST;01:15;01:30;EUR/MWh;22,38;0,00
25.09.2024;CEST;01:30;01:45;EUR/MWh;4,14;0,00
25.09.2024;CEST;01:45;02:00;EUR/MWh;-8,77;0,00
25.09.2024;CEST;02:00;02:15;EUR/MWh;-38,91;0,00
25.09.2024;CEST;02:15;02:30;EUR/MWh;-51,12;0,00
25.09.2024;CEST;02:30;02:45;EUR/MWh;-39,96;0,00
25.09.2024;CEST;02:45;03:00;EUR/MWh;81,95;0,00
25.09.2024;CEST;03:00;03:15;EUR/MWh;115,10;0,00
25.09.2024;CEST;03:15;03:30;EUR/MWh;99,40;0,00
25.09.2024;CEST;03:30;03:45;EUR/MWh;-12,90;0,00
25.09.2024;CEST;03:45;04:00;EUR/MWh;-22,01;0,00
25.09.2024;CEST;04:00;04:15;EUR/MWh;-1,08;0,00
25.09.2024;CEST;04:15;04:30;EUR/MWh;115,06;0,00
25.09.2024;CEST;04:30;04:45;EUR/MWh;129,46;0,00
25.09.2024;CEST;04:45;05:00;EUR/MWh;134,48;0,00
25.09.2024;CEST;05:00;05:15;EUR/MWh;141,94;0,00
25.09.2024;CEST;05:15;05:30;EUR/MWh;140,33;0,00
25.09.2024;CEST;05:30;05:45;EUR/MWh;60,00;0,00
25.09.2024;CEST;05:45;06:00;EUR/MWh;-186,99;0,00
25.09.2024;CEST;06:00;06:15;EUR/MWh;13,78;0,00
25.09.2024;CEST;06:15;06:30;EUR/MWh;63,40;0,00
25.09.2024;CEST;06:30;06:45;EUR/MWh;42,29;0,00
25.09.2024;CEST;06:45;07:00;EUR/MWh;144,16;0,00
25.09.2024;CEST;07:00;07:15;EUR/MWh;149,90;0,00
25.09.2024;CEST;07:15;07:30;EUR/MWh;134,87;0,00
25.09.2024;CEST;07:30;07:45;EUR/MWh;133,95;0,00
25.09.2024;CEST;07:45;08:00;EUR/MWh;-42,70;0,00
25.09.2024;CEST;08:00;08:15;EUR/MWh;24,35;0,00
25.09.2024;CEST;08:15;08:30;EUR/MWh;132,04;0,00
25.09.2024;CEST;08:30;08:45;EUR/MWh;135,09;0,00
25.09.2024;CEST;08:45;09:00;EUR/MWh;133,49;0,00
25.09.2024;CEST;09:00;09:15;EUR/MWh;192,36;0,00
25.09.2024;CEST;09:15;09:30;EUR/MWh;181,96;0,00
25.09.2024;CEST;09:30;09:45;EUR/MWh;152,45;0,00
25.09.2024;CEST;09:45;10:00;EUR/MWh;158,32;0,00
25.09.2024;CEST;10:00;10:15;EUR/MWh;-191,66;0,00
25.09.2024;CEST;10:15;10:30;EUR/MWh;128,86;0,00
25.09.2024;CEST;10:30;10:45;EUR/MWh;142,32;0,00
25.09.2024;CEST;10:45;11:00;EUR/MWh;77,66;0,00
25.09.2024;CEST;11:00;11:15;EUR/MWh;12,39;0,00
25.09.2024;CEST;11:15;11:30;EUR/MWh;2,33;0,00
25.09.2024;CEST;11:30;11:45;EUR/MWh;99,03;0,00
25.09.2024;CEST;11:45;12:00;EUR/MWh;130,96;0,00
25.09.2024;CEST;12:00;12:15;EUR/MWh;126,96;0,00
25.09.2024;CEST;12:15;12:30;EUR/MWh;20,76;0,00
25.09.2024;CEST;12:30;12:45;EUR/MWh;14,57;0,00
25.09.2024;CEST;12:45;13:00;EUR/MWh;93,26;0,00
25.09.2024;CEST;13:00;13:15;EUR/MWh;94,22;0,00
25.09.2024;CEST;13:15;13:30;EUR/MWh;112,59;0,00
25.09.2024;CEST;13:30;13:45;EUR/MWh;140,19;0,00
25.09.2024;CEST;13:45;14:00;EUR/MWh;134,58;0,00
25.09.2024;CEST;14:00;14:15;EUR/MWh;139,26;0,00
25.09.2024;CEST;14:15;14:30;EUR/MWh;138,56;0,00
25.09.2024;CEST;14:30;14:45;EUR/MWh;110,12;0,00
25.09.2024;CEST;14:45;15:00;EUR/MWh;130,88;0,00
25.09.2024;CEST;15:00;15:15;EUR/MWh;152,02;0,00
25.09.2024;CEST;15:15;15:30;EUR/MWh;114,55;0,00
25.09.2024;CEST;15:30;15:45;EUR/MWh;119,25;0,00
25.09.2024;CEST;15:45;16:00;EUR/MWh;74,32;0,00
25.09.2024;CEST;16:00;16:15;EUR/MWh;145,85;0,00
25.09.2024;CEST;16:15;16:30;EUR/MWh;54,61;0,00
25.09.2024;CEST;16:30;16:45;EUR/MWh;50,57;0,00
25.09.2024;CEST;16:45;17:00;EUR/MWh;37,74;0,00
25.09.2024;CEST;17:00;17:15;EUR/MWh;127,47;0,00
25.09.2024;CEST;17:15;17:30;EUR/MWh;143,29;0,00
25.09.2024;CEST;17:30;17:45;EUR/MWh;144,94;0,00
25.09.2024;CEST;17:45;18:00;EUR/MWh;-10,99;0,00
25.09.2024;CEST;18:00;18:15;EUR/MWh;0,49;0,00
25.09.2024;CEST;18:15;18:30;EUR/MWh;28,01;0,00
25.09.2024;CEST;18:30;18:45;EUR/MWh;-6,70;0,00
25.09.2024;CEST;18:45;19:00;EUR/MWh;35,43;0,00
25.09.2024;CEST;19:00;19:15;EUR/MWh;175,24;0,00
25.09.2024;CEST;19:15;19:30;EUR/MWh;176,21;0,00
25.09.2024;CEST;19:30;19:45;EUR/MWh;171,74;0,00
25.09.2024;CEST;19:45;20:00;EUR/MWh;59,55;0,00
25.09.2024;CEST;20:00;20:15;EUR/MWh;545,90;0,00
25.09.2024;CEST;20:15;20:30;EUR/MWh;55,68;0,00
25.09.2024;CEST;20:30;20:45;EUR/MWh;78,69;0,00
25.09.2024;CEST;20:45;21:00;EUR/MWh;64,65;0,00
25.09.2024;CEST;21:00;21:15;EUR/MWh;180,84;0,00
25.09.2024;CEST;21:15;21:30;EUR/MWh;173,59;0,00
25.09.2024;CEST;21:30;21:45;EUR/MWh;163,79;0,00
25.09.2024;CEST;21:45;22:00;EUR/MWh;137,46;0,00
25.09.2024;CEST;22:00;22:15;EUR/MWh;124,99;0,00
25.09.2024;CEST;22:15;22:30;EUR/MWh;204,27;0,00
25.09.2024;CEST;22:30;22:45;EUR/MWh;187,68;0,00
25.09.2024;CEST;22:45;23:00;EUR/MWh;165,61;0,00
25.09.2024;CEST;23:00;23:15;EUR/MWh;38,30;0,00
25.09.2024;CEST;23:15;23:30;EUR/MWh;39,38;0,00
25.09.2024;CEST;23:30;23:45;EUR/MWh;27,08;0,00
25.09.2024;CEST;23:45;00:00;EUR/MWh;41,35;0,00
26.09.2024;CEST;00:00;00:15;EUR/MWh;161,76;0,00
26.09.2024;CEST;00:15;00:30;EUR/MWh;175,47;0,00
26.09.2024;CEST;00:30;00:45;EUR/MWh;181,44;0,00
26.09.2024;CEST;00:45;01:00;EUR/MWh;26,43;0,00
26.09.2024;CEST;01:00;01:15;EUR/MWh;40,17;0,00
26.09.2024;CEST;01:15;01:30;EUR/MWh;-0,66;0,00
26.09.2024;CEST;01:30;01:45;EUR/MWh;15,76;0,00
26.09.2024;CEST;01:45;02:00;EUR/MWh;18,02;0,00
26.09.2024;CEST;02:00;02:15;EUR/MWh;207,21;16,00
26.09.2024;CEST;02:15;02:30;EUR/MWh;184,07;0,00
26.09.2024;CEST;02:30;02:45;EUR/MWh;209,20;0,00
26.09.2024;CEST;02:45;03:00;EUR/MWh;214,32;0,00
26.09.2024;CEST;03:00;03:15;EUR/MWh;17,60;0,00
26.09.2024;CEST;03:15;03:30;EUR/MWh;12,55;0,00
26.09.2024;CEST;03:30;03:45;EUR/MWh;198,10;0,00
26.09.2024;CEST;03:45;04:00;EUR/MWh;16,58;0,00
26.09.2024;CEST;04:00;04:15;EUR/MWh;41,28;0,00
26.09.2024;CEST;04:15;04:30;EUR/MWh;19,63;0,00
26.09.2024;CEST;04:30;04:45;EUR/MWh;173,90;0,00
26.09.2024;CEST;04:45;05:00;EUR/MWh;118,89;0,00
26.09.2024;CEST;05:00;05:15;EUR/MWh;7,49;0,00
26.09.2024;CEST;05:15;05:30;EUR/MWh;115,84;0,00
26.09.2024;CEST;05:30;05:45;EUR/MWh;188,45;0,00
26.09.2024;CEST;05:45;06:00;EUR/MWh;-12,01;0,00
26.09.2024;CEST;06:00;06:15;EUR/MWh;-96,35;0,00
26.09.2024;CEST;06:15;06:30;EUR/MWh;-65,19;0,00
26.09.2024;CEST;06:30;06:45;EUR/MWh;-17,97;0,00
26.09.2024;CEST;06:45;07:00;EUR/MWh;162,30;0,00
26.09.2024;CEST;07:00;07:15;EUR/MWh;192,15;0,00
26.09.2024;CEST;07:15;07:30;EUR/MWh;188,10;0,00
26.09.2024;CEST;07:30;07:45;EUR/MWh;22,84;0,00
26.09.2024;CEST;07:45;08:00;EUR/MWh;-14,32;0,00
26.09.2024;CEST;08:00;08:15;EUR/MWh;-83,80;0,00
26.09.2024;CEST;08:15;08:30;EUR/MWh;-83,68;0,00
26.09.2024;CEST;08:30;08:45;EUR/MWh;-14,79;0,00
26.09.2024;CEST;08:45;09:00;EUR/MWh;146,75;0,00
26.09.2024;CEST;09:00;09:15;EUR/MWh;180,61;0,00
26.09.2024;CEST;09:15;09:30;EUR/MWh;148,53;0,00
26.09.2024;CEST;09:30;09:45;EUR/MWh;147,22;0,00
26.09.2024;CEST;09:45;10:00;EUR/MWh;138,31;0,00
26.09.2024;CEST;10:00;10:15;EUR/MWh;172,56;0,00
26.09.2024;CEST;10:15;10:30;EUR/MWh;199,21;0,00
26.09.2024;CEST;10:30;10:45;EUR/MWh;203,44;0,00
26.09.2024;CEST;10:45;11:00;EUR/MWh;206,45;0,00
26.09.2024;CEST;11:00;11:15;EUR/MWh;173,84;0,00
26.09.2024;CEST;11:15;11:30;EUR/MWh;-105,70;0,00
26.09.2024;CEST;11:30;11:45;EUR/MWh;110,11;0,00
26.09.2024;CEST;11:45;12:00;EUR/MWh;198,55;0,00
26.09.2024;CEST;12:00;12:15;EUR/MWh;195,26;0,00
26.09.2024;CEST;12:15;12:30;EUR/MWh;187,48;0,00
26.09.2024;CEST;12:30;12:45;EUR/MWh;147,82;0,00
26.09.2024;CEST;12:45;13:00;EUR/MWh;87,28;0,00
26.09.2024;CEST;13:00;13:15;EUR/MWh;-90,42;0,00
26.09.2024;CEST;13:15;13:30;EUR/MWh;122,26;0,00
26.09.2024;CEST;13:30;13:45;EUR/MWh;119,18;0,00
26.09.2024;CEST;13:45;14:00;EUR/MWh;94,91;0,00
26.09.2024;CEST;14:00;14:15;EUR/MWh;143,96;0,00
26.09.2024;CEST;14:15;14:30;EUR/MWh;152,45;0,00
26.09.2024;CEST;14:30;14:45;EUR/MWh;197,19;0,00
26.09.2024;CEST;14:45;15:00;EUR/MWh;160,70;0,00
26.09.2024;CEST;15:00;15:15;EUR/MWh;121,14;0,00
26.09.2024;CEST;15:15;15:30;EUR/MWh;124,51;0,00
26.09.2024;CEST;15:30;15:45;EUR/MWh;110,70;0,00
26.09.2024;CEST;15:45;16:00;EUR/MWh;-89,96;0,00
26.09.2024;CEST;16:00;16:15;EUR/MWh;-93,21;0,00
26.09.2024;CEST;16:15;16:30;EUR/MWh;-61,48;0,00
26.09.2024;CEST;16:30;16:45;EUR/MWh;116,27;0,00
26.09.2024;CEST;16:45;17:00;EUR/MWh;133,12;0,00
26.09.2024;CEST;17:00;17:15;EUR/MWh;135,37;0,00
26.09.2024;CEST;17:15;17:30;EUR/MWh;160,26;0,00
26.09.2024;CEST;17:30;17:45;EUR/MWh;200,32;0,00
26.09.2024;CEST;17:45;18:00;EUR/MWh;335,27;0,00
26.09.2024;CEST;18:00;18:15;EUR/MWh;152,75;0,00
26.09.2024;CEST;18:15;18:30;EUR/MWh;474,35;0,00
26.09.2024;CEST;18:30;18:45;EUR/MWh;954,37;0,00
26.09.2024;CEST;18:45;19:00;EUR/MWh;-5,09;0,00
26.09.2024;CEST;19:00;19:15;EUR/MWh;-84,50;0,00
26.09.2024;CEST;19:15;19:30;EUR/MWh;-93,49;0,00
26.09.2024;CEST;19:30;19:45;EUR/MWh;-94,36;0,00
26.09.2024;CEST;19:45;20:00;EUR/MWh;-60,23;0,00
26.09.2024;CEST;20:00;20:15;EUR/MWh;-30,26;0,00
26.09.2024;CEST;20:15;20:30;EUR/MWh;92,00;0,00
26.09.2024;CEST;20:30;20:45;EUR/MWh;-46,95;0,00
26.09.2024;CEST;20:45;21:00;EUR/MWh;70,12;0,00
26.09.2024;CEST;21:00;21:15;EUR/MWh;135,43;0,00
26.09.2024;CEST;21:15;21:30;EUR/MWh;189,25;0,00
26.09.2024;CEST;21:30;21:45;EUR/MWh;124,38;0,00
26.09.2024;CEST;21:45;22:00;EUR/MWh;-107,58;0,00
26.09.2024;CEST;22:00;22:15;EUR/MWh;15,33;0,00
26.09.2024;CEST;22:15;22:30;EUR/MWh;96,02;0,00
26.09.2024;CEST;22:30;22:45;EUR/MWh;32,57;2,00
26.09.2024;CEST;22:45;23:00;EUR/MWh;116,00;0,00
26.09.2024;CEST;23:00;23:15;EUR/MWh;-18,49;0,00
26.09.2024;CEST;23:15;23:30;EUR/MWh;92,00;0,00
26.09.2024;CEST;23:30;23:45;EUR/MWh;-159,82;0,00
26.09.2024;CEST;23:45;00:00;EUR/MWh;-163,00;0,00
27.09.2024;CEST;00:00;00:15;EUR/MWh;-105,29;0,00
27.09.2024;CEST;00:15;00:30;EUR/MWh;-113,55;0,00
27.09.2024;CEST;00:30;00:45;EUR/MWh;-26,10;0,00
27.09.2024;CEST;00:45;01:00;EUR/MWh;103,92;0,00
27.09.2024;CEST;01:00;01:15;EUR/MWh;-99,17;0,00
27.09.2024;CEST;01:15;01:30;EUR/MWh;-16,98;0,00
27.09.2024;CEST;01:30;01:45;EUR/MWh;-15,07;0,00
27.09.2024;CEST;01:45;02:00;EUR/MWh;-18,64;0,00
27.09.2024;CEST;02:00;02:15;EUR/MWh;-175,30;0,00
27.09.2024;CEST;02:15;02:30;EUR/MWh;-178,26;0,00
27.09.2024;CEST;02:30;02:45;EUR/MWh;-113,55;0,00
27.09.2024;CEST;02:45;03:00;EUR/MWh;43,00;0,00
27.09.2024;CEST;03:00;03:15;EUR/MWh;-149,23;0,00
27.09.2024;CEST;03:15;03:30;EUR/MWh;-23,99;2,00
27.09.2024;CEST;03:30;03:45;EUR/MWh;-16,33;2,00
27.09.2024;CEST;03:45;04:00;EUR/MWh;-15,34;2,00
27.09.2024;CEST;04:00;04:15;EUR/MWh;-13,33;2,00
27.09.2024;CEST;04:15;04:30;EUR/MWh;-18,70;2,00
27.09.2024;CEST;04:30;04:45;EUR/MWh;-8,41;2,00
27.09.2024;CEST;04:45;05:00;EUR/MWh;-6,03;2,00
27.09.2024;CEST;05:00;05:15;EUR/MWh;-17,27;2,00
